country,year,p0p50,p50p90,p90p100,p90p99,p99p100
DE,2009,.2182,.43040001,.35139999,.2344,.117
DE,2010,.2158,.43380001,.3504,.2323,.1181
DE,2011,.2148,.43529999,.34990001,.2318,.1181
DE,2012,.2165,.43189999,.35159999,.2339,.1177
DE,2013,.21179999,.4337,.35460001,.2385,.1161
DE,2014,.2121,.44010001,.34779999,.2395,.1083
DE,2015,.2114,.43740001,.35120001,.2402,.111
DE,2016,.21359999,.4366,.34990001,.2386,.1113
DK,1980,.28470001,.47279999,.24250001,.1855,.057100002
DK,1981,.27500001,.4824,.24259999,.186,.056600001
DK,1982,.27950001,.47940001,.2411,.18350001,.057700001
DK,1983,.27869999,.47029999,.25099999,.18340001,.067599997
DK,1984,.28009999,.46329999,.25650001,.1829,.073600002
DK,1985,.27869999,.45969999,.26159999,.1837,.0779
DK,1986,.28209999,.4668,.2511,.1814,.069700003
DK,1987,.27869999,.46799999,.25330001,.184,.069300003
DK,1988,.2798,.47,.2502,.1846,.065499999
DK,1989,.28,.46689999,.25310001,.1848,.0682
DK,1990,.27939999,.46610001,.2545,.1859,.068599999
DK,1991,.28119999,.46529999,.2534,.1851,.068300001
DK,1992,.2814,.46450001,.25409999,.1855,.068499997
DK,1993,.2832,.4628,.25400001,.1851,.068899997
DK,1994,.28310001,.45680001,.26010001,.18520001,.0748
DK,1995,.28389999,.45379999,.2622,.18539999,.076800004
DK,1996,.28279999,.4526,.26460001,.1859,.0788
DK,1997,.27829999,.44890001,.2728,.1883,.0845
DK,1998,.27950001,.4513,.2692,.1876,.081500001
DK,1999,.2744,.44760001,.278,.19059999,.087399997
DK,2000,.27410001,.44760001,.2782,.1908,.087399997
DK,2001,.2791,.45550001,.26539999,.1885,.076899998
DK,2002,.27970001,.45770001,.2626,.18799999,.074699998
DK,2003,.2823,.46160001,.2561,.18610001,.069899999
DK,2004,.285,.4569,.2581,.18619999,.071999997
DK,2005,.28130001,.4499,.26890001,.1884,.080499999
DK,2006,.28040001,.4461,.2735,.1895,.083899997
DK,2007,.2823,.45030001,.26750001,.1874,.0801
DK,2008,.28029999,.4551,.26449999,.1876,.076899998
DK,2009,.28209999,.4594,.25850001,.1869,.071599998
DK,2010,.2683,.45179999,.27990001,.1944,.085500002
DK,2011,.2678,.43990001,.29229999,.1969,.095399998
DK,2012,.2676,.43990001,.29249999,.19840001,.094099998
DK,2013,.25979999,.4391,.30109999,.1964,.1047
DK,2014,.25409999,.43130001,.31470001,.20209999,.1126
DK,2015,.26069999,.43599999,.30329999,.20020001,.1031
DK,2016,.2538,.42739999,.3188,.19050001,.1283
EE,1988,.29179999,.47889999,.22930001,.1802,.0491
EE,1989,.27239999,.46849999,.25909999,.1938,.065300003
EE,1990,.25040001,.4553,.29429999,.2098,.0845
EE,1991,.2316,.44389999,.32449999,.22480001,.099699996
EE,1992,.2128,.42840001,.35870001,.241,.1177
EE,1993,.2078,.41330001,.37900001,.245,.134
EE,1994,.2168,.4052,.37799999,.252,.1259
EE,1995,.2022,.40599999,.39179999,.25139999,.14040001
EE,1996,.2026,.4057,.39179999,.2464,.1454
EE,1997,.2024,.40799999,.38960001,.2538,.1358
EE,1998,.2069,.4181,.375,.24770001,.12729999
EE,1999,.20110001,.4111,.38769999,.25299999,.1348
EE,2000,.20919999,.42089999,.3698,.25099999,.1188
EE,2001,.2095,.4251,.36539999,.25049999,.115
EE,2002,.219,.42320001,.35789999,.25139999,.1065
EE,2003,.2142,.43000001,.35569999,.25350001,.1023
EE,2004,.2103,.43799999,.35159999,.2489,.1028
EE,2005,.2051,.4287,.3662,.23909999,.12710001
EE,2006,.2129,.41909999,.368,.23810001,.13
EE,2007,.21340001,.4341,.35249999,.25549999,.097000003
EE,2008,.22840001,.44670001,.3249,.2333,.091600001
EE,2009,.24879999,.45860001,.29260001,.2219,.070699997
EE,2010,.2401,.45449999,.3053,.22830001,.077
EE,2011,.2269,.4524,.32069999,.2342,.086499996
EE,2012,.2244,.45950001,.3161,.23029999,.0858
EE,2013,.2244,.45840001,.31720001,.2315,.085699998
EE,2014,.2146,.4677,.3177,.24259999,.075099997
EE,2015,.223,.46970001,.3073,.23379999,.073399998
EE,2016,.23029999,.4716,.29809999,.2282,.069899999
EG,1990,.16859999,.3231,.50819999,.3134,.1948
EG,1991,.16859999,.3231,.50819999,.3134,.1948
EG,1992,.16859999,.3231,.50819999,.3134,.1948
EG,1993,.16859999,.3231,.50819999,.3134,.1948
EG,1994,.16859999,.3231,.50819999,.3134,.1948
EG,1995,.16859999,.3231,.50819999,.3134,.1948
EG,1996,.16859999,.3231,.50819999,.3134,.1948
EG,1997,.16859999,.3231,.50819999,.3134,.1948
EG,1998,.16859999,.3231,.50819999,.3134,.1948
EG,1999,.16859999,.3231,.50819999,.3134,.1948
EG,2000,.16859999,.3231,.50819999,.3134,.1948
EG,2001,.16859999,.3231,.50819999,.3134,.1948
EG,2002,.1752,.33430001,.4905,.3105,.17990001
EG,2003,.1752,.33430001,.4905,.3105,.17990001
EG,2004,.1752,.33430001,.4905,.3105,.17990001
EG,2005,.1752,.33430001,.4905,.3105,.17990001
EG,2006,.17829999,.33559999,.48609999,.3003,.1858
EG,2007,.17829999,.33559999,.48609999,.3003,.1858
EG,2008,.17829999,.33559999,.48609999,.3003,.1858
EG,2009,.18970001,.34740001,.46290001,.2958,.1671
EG,2010,.18970001,.34740001,.46290001,.2958,.1672
EG,2011,.19059999,.34819999,.4612,.29699999,.16419999
EG,2012,.19059999,.34819999,.4612,.29699999,.16419999
EG,2013,.19059999,.34819999,.4612,.29699999,.16419999
EG,2014,.1823,.33250001,.48519999,.29390001,.1913
EG,2015,.1823,.33250001,.48519999,.29390001,.1913
EG,2016,.1823,.33250001,.48519999,.29390001,.1913
ES,1981,.2581,.4418,.3001,.2185,.081600003
ES,1982,.25850001,.44,.30149999,.2192,.0823
ES,1983,.2579,.44010001,.30199999,.2216,.080399998
ES,1984,.255,.44220001,.3028,.2235,.079300001
ES,1985,.25940001,.43720001,.30340001,.2237,.079700001
ES,1986,.25260001,.43619999,.31119999,.22759999,.0836
ES,1987,.25229999,.43669999,.31099999,.2274,.0836
ES,1988,.25099999,.43650001,.3125,.2291,.083400004
ES,1989,.2492,.4382,.31259999,.23190001,.080700003
ES,1990,.25170001,.44310001,.30520001,.2291,.076099999
ES,1991,.25240001,.4481,.29949999,.22499999,.074500002
ES,1992,.2543,.4533,.29229999,.2182,.074100003
ES,1993,.2588,.45410001,.2872,.2156,.071599998
ES,1994,.25549999,.45249999,.292,.2183,.073700003
ES,1995,.25979999,.4474,.29280001,.2175,.075300001
ES,1996,.25819999,.4506,.2911,.2168,.074299999
ES,1997,.2647,.44549999,.28979999,.21349999,.076200001
ES,1998,.26210001,.44530001,.29260001,.214,.078599997
ES,1999,.26280001,.44139999,.29570001,.2147,.081100002
ES,2000,.2649,.44350001,.29159999,.21250001,.079099998
ES,2001,.2624,.44940001,.2881,.2112,.077
ES,2002,.26480001,.44960001,.28560001,.2095,.076099999
ES,2003,.26320001,.4488,.28799999,.2106,.077399999
ES,2004,.2626,.4506,.2868,.2097,.077100001
ES,2005,.26140001,.4522,.28639999,.20909999,.077299997
ES,2006,.2624,.44729999,.2904,.2105,.079800002
ES,2007,.26190001,.4427,.29539999,.2124,.082999997
ES,2008,.26390001,.44060001,.29550001,.2128,.082599998
ES,2009,.26609999,.43610001,.2978,.213,.084799998
ES,2010,.266,.44100001,.2931,.2119,.081200004
ES,2011,.2608,.44080001,.29840001,.2103,.088100001
ES,2012,.26789999,.43619999,.29589999,.2067,.089299999
ES,2013,.2683,.43959999,.29210001,.207,.085100003
ES,2014,.26429999,.44549999,.2902,.2095,.080700003
ES,2015,.2572,.43920001,.30360001,.2104,.093199998
ES,2016,.2581,.4348,.30700001,.2088,.098200001
FI,1980,.2665,.49070001,.2427,.1962,.046500001
FI,1981,.26230001,.50269997,.235,.1952,.039799999
FI,1982,.26230001,.50520003,.2324,.1952,.0372
FI,1983,.25560001,.51160002,.23280001,.1953,.037599999
FI,1984,.26890001,.49239999,.2387,.1956,.043099999
FI,1985,.2744,.48980001,.2358,.1952,.040600002
FI,1986,.26719999,.49900001,.23379999,.19499999,.038800001
FI,1987,.27790001,.4772,.2448,.1955,.049400002
FI,1988,.27720001,.4772,.2457,.19580001,.049800001
FI,1989,.27779999,.48460001,.2375,.1946,.043000001
FI,1990,.27939999,.49200001,.2286,.1921,.036499999
FI,1991,.28240001,.49669999,.2209,.18799999,.032900002
FI,1992,.28240001,.49720001,.22040001,.18790001,.032499999
FI,1993,.28650001,.48100001,.2325,.1895,.043000001
FI,1994,.27309999,.47279999,.25409999,.199,.055
FI,1995,.27059999,.46160001,.2678,.1987,.068999998
FI,1996,.26989999,.4639,.26620001,.19930001,.0669
FI,1997,.2669,.45500001,.27810001,.2014,.076700002
FI,1998,.2701,.4524,.27739999,.199,.078400001
FI,1999,.27610001,.4429,.28099999,.1938,.087200001
FI,2000,.27200001,.442,.2861,.19589999,.0902
FI,2001,.27590001,.44690001,.2771,.19410001,.082999997
FI,2002,.27700001,.44729999,.27579999,.1934,.082400002
FI,2003,.27579999,.4488,.27540001,.19400001,.0814
FI,2004,.27790001,.43880001,.28330001,.1934,.090000004
FI,2005,.2744,.4569,.2687,.1962,.072400004
FI,2006,.2728,.4499,.2773,.1982,.0792
FI,2007,.2694,.45230001,.27829999,.2016,.076700002
FI,2008,.25889999,.4522,.28889999,.21160001,.077299997
FI,2009,.25639999,.4614,.28220001,.2159,.066299997
FI,2010,.25560001,.46079999,.28369999,.2173,.066399999
FI,2011,.25459999,.4641,.28119999,.2163,.064900003
FI,2012,.25490001,.46509999,.28009999,.21610001,.064000003
FI,2013,.25600001,.4655,.2784,.2158,.062600002
FI,2014,.2525,.46219999,.28529999,.21780001,.067500003
FI,2015,.25229999,.46250001,.2852,.2201,.065099999
FI,2016,.248,.45590001,.29609999,.22319999,.072899997
FR,1900,.1356,.36410001,.50029999,.27979997,.22050001
FR,1910,.1318,.35139999,.51679999,.28729999,.2295
FR,1915,.13869999,.37619999,.4851,.2868,.1983
FR,1916,.1376,.35769999,.50459999,.27619997,.22840001
FR,1917,.1367,.3601,.50319999,.27719998,.226
FR,1918,.14399999,.38170001,.47420001,.27330002,.2009
FR,1919,.1435,.37349999,.4831,.27360001,.2095
FR,1920,.14569999,.3811,.47310001,.27240002,.2007
FR,1921,.1486,.38960001,.46180001,.2705,.1913
FR,1922,.14470001,.37830001,.477,.2676,.2094
FR,1923,.1399,.36480001,.49529999,.26259997,.23270001
FR,1924,.1445,.37760001,.4779,.26210001,.2158
FR,1925,.1468,.38229999,.4709,.2613,.2096
FR,1926,.1524,.3928,.45480001,.24920002,.20559999
FR,1927,.1495,.38260001,.46790001,.25530002,.21259999
FR,1928,.1515,.38150001,.46689999,.25299999,.2139
FR,1929,.15719999,.39019999,.45269999,.25249997,.20020001
FR,1930,.16329999,.4068,.42989999,.25749999,.1724
FR,1931,.1648,.40880001,.42640001,.26180002,.1646
FR,1932,.1578,.39410001,.4481,.27940002,.16869999
FR,1933,.1522,.38119999,.4666,.29000002,.17659999
FR,1934,.1503,.3768,.47279999,.29639998,.17640001
FR,1935,.1473,.3696,.4831,.2992,.1839
FR,1936,.1552,.38789999,.4569,.28390002,.17299999
FR,1937,.15979999,.39030001,.4499,.27540001,.1745
FR,1938,.1639,.3987,.43740001,.27220002,.1652
FR,1939,.17460001,.4136,.4118,.24769999,.16410001
FR,1940,.1705,.4073,.42230001,.25450003,.16779999
FR,1941,.1744,.41549999,.41010001,.24990001,.1602
FR,1942,.18610001,.43099999,.3829,.23639999,.14650001
FR,1943,.2022,.45289999,.34490001,.22660001,.1183
FR,1944,.2077,.46970001,.32260001,.22280002,.099799998
FR,1945,.2112,.47749999,.31119999,.22649999,.084700003
FR,1946,.19589999,.4596,.34450001,.24020001,.1043
FR,1947,.1911,.45179999,.35710001,.25,.1071
FR,1948,.19850001,.46439999,.33719999,.23809999,.099100001
FR,1949,.1997,.46079999,.33950001,.23680001,.1027
FR,1950,.2016,.46070001,.33770001,.23430002,.1034
FR,1951,.197,.45699999,.34599999,.23899999,.107
FR,1952,.1945,.45210001,.35339999,.24379998,.1096
FR,1953,.1973,.45210001,.3506,.2422,.1084
FR,1954,.19400001,.44870001,.35730001,.24680001,.1105
FR,1955,.1912,.44479999,.36399999,.25139999,.1126
FR,1956,.1929,.44780001,.35929999,.24969999,.1096
FR,1957,.1909,.44490001,.36410001,.2518,.1123
FR,1958,.1934,.4515,.35519999,.2516,.1036
FR,1959,.18719999,.43709999,.3757,.26350001,.1122
FR,1960,.1859,.43700001,.37709999,.26249999,.1146
FR,1961,.1856,.4332,.38119999,.26549998,.1157
FR,1962,.1882,.44260001,.36919999,.25979999,.1094
FR,1963,.1846,.44589999,.36950001,.2622,.1073
FR,1964,.1865,.43799999,.37560001,.26720002,.1084
FR,1965,.1821,.43849999,.37940001,.27000001,.1094
FR,1966,.18520001,.44569999,.3691,.26179999,.1073
FR,1967,.1855,.4474,.3671,.25999999,.1071
FR,1968,.1926,.4544,.3531,.25150001,.1016
FR,1969,.197,.45860001,.34439999,.2454,.098999999
FR,1970,.2014,.45770001,.34079999,.24419999,.096600004
FR,1971,.2027,.45989999,.33739999,.24059999,.096799999
FR,1972,.20649999,.45840001,.33500001,.24000001,.094999999
FR,1973,.2023,.45570001,.34200001,.24110001,.1009
FR,1974,.20460001,.4576,.3378,.2404,.097400002
FR,1975,.2084,.4589,.33270001,.24160001,.0911
FR,1976,.21170001,.46070001,.32749999,.23649999,.090999998
FR,1977,.2219,.46579999,.3123,.227,.085299999
FR,1978,.22849999,.46610001,.30540001,.22270001,.082699999
FR,1979,.233,.4531,.31389999,.22829999,.085600004
FR,1980,.2342,.45950001,.30630001,.22460002,.081699997
FR,1981,.23459999,.46340001,.3019,.21980001,.082099997
FR,1982,.2384,.46880001,.29280001,.21760002,.075199999
FR,1983,.2304,.4754,.2942,.2209,.073299997
FR,1984,.23100001,.4718,.29719999,.2225,.074699998
FR,1985,.22759999,.46959999,.3028,.2254,.077399999
FR,1986,.2234,.46450001,.31209999,.22959998,.082500003
FR,1987,.2207,.45840001,.32089999,.23069999,.0902
FR,1988,.2166,.4578,.3256,.234,.091600001
FR,1989,.21359999,.45879999,.3276,.2324,.095200002
FR,1990,.21430001,.46380001,.32190001,.22860001,.0933
FR,1991,.21709999,.4621,.32080001,.22930001,.091499999
FR,1992,.21780001,.4684,.31380001,.22760001,.086199999
FR,1993,.2132,.46939999,.31740001,.22650002,.090899996
FR,1994,.21160001,.47080001,.3175,.22570001,.091799997
FR,1995,.2088,.47409999,.31709999,.22479999,.092299998
FR,1996,.2131,.4646,.32229999,.22199999,.1003
FR,1997,.2122,.46290001,.3249,.22050001,.1044
FR,1998,.21269999,.45969999,.32769999,.22099999,.1067
FR,1999,.21349999,.45910001,.3274,.22139999,.106
FR,2000,.21520001,.45390001,.33090001,.22060001,.1103
FR,2001,.2149,.45100001,.33419999,.22099999,.1132
FR,2002,.2199,.45159999,.3285,.219,.1095
FR,2003,.21960001,.44800001,.33250001,.21900001,.1135
FR,2004,.2176,.447,.3353,.2191,.1162
FR,2005,.219,.4472,.33379999,.21909998,.1147
FR,2006,.22059999,.44760001,.33180001,.2194,.1124
FR,2007,.2191,.44220001,.3387,.2218,.1169
FR,2008,.2209,.4418,.3373,.2216,.1157
FR,2009,.2278,.45039999,.32170001,.21990001,.1018
FR,2010,.2228,.45109999,.32600001,.2176,.1084
FR,2011,.2202,.4474,.33239999,.21789999,.1145
FR,2012,.22499999,.45280001,.3222,.21789999,.1043
FR,2013,.2245,.4492,.3263,.2184,.1079
FR,2014,.2247,.449,.3263,.2183,.108
GB,1981,.237,.47679999,.28619999,.22050001,.065700002
GB,1982,.234,.47819999,.28780001,.22050001,.067299999
GB,1983,.22920001,.4786,.2922,.2252,.067000002
GB,1984,.22570001,.47589999,.29840001,.2288,.069600001
GB,1985,.2211,.47940001,.29949999,.2279,.071599998
GB,1986,.2177,.4804,.3019,.229,.072999999
GB,1987,.2155,.47979999,.30469999,.2295,.075199999
GB,1988,.2129,.47459999,.3125,.2305,.082000002
GB,1989,.2164,.47150001,.31200001,.23,.082000002
GB,1990,.213,.47780001,.30930001,.23119999,.078100003
GB,1991,.2128,.4763,.31079999,.23119999,.079599999
GB,1992,.2137,.477,.30930001,.23379999,.075499997
GB,1993,.2093,.47220001,.31850001,.2362,.0823
GB,1994,.20909999,.4677,.32319999,.2348,.088500001
GB,1995,.2033,.47330001,.32339999,.23459999,.088799998
GB,1996,.2033,.46470001,.33199999,.2326,.099399999
GB,1997,.2076,.4641,.3283,.2282,.1001
GB,1998,.2094,.45989999,.33070001,.2288,.1019
GB,1999,.20280001,.4571,.34009999,.2367,.1034
GB,2000,.2089,.45590001,.33520001,.2313,.104
GB,2001,.2075,.45429999,.3382,.2353,.1029
GB,2002,.20810001,.45269999,.33919999,.2361,.1031
GB,2003,.2054,.4474,.34720001,.2386,.1086
GB,2004,.2097,.4481,.34220001,.23379999,.1084
GB,2005,.2068,.44229999,.35089999,.23360001,.1173
GB,2006,.205,.4382,.35679999,.23379999,.1231
GB,2007,.20460001,.43349999,.36199999,.2359,.1261
GB,2008,.2177,.44499999,.33719999,.21709999,.1201
GB,2009,.2093,.44049999,.35030001,.2261,.1241
GB,2010,.2253,.4585,.31619999,.2157,.1005
GB,2011,.2203,.45230001,.3274,.22239999,.105
GB,2012,.2203,.4513,.32839999,.2253,.1031
GB,2013,.2097,.43759999,.3527,.2348,.1179
GB,2014,.21969999,.4427,.33750001,.22589999,.1116
GB,2015,.21699999,.43309999,.34990001,.222,.1279
GB,2016,.22229999,.4373,.34040001,.2233,.1171
GR,1980,.31040001,.42129999,.2683,.19760001,.070699997
GR,1981,.2841,.44260001,.27340001,.20389999,.069399998
GR,1982,.2897,.43869999,.27160001,.2042,.067400001
GR,1983,.30149999,.43220001,.26629999,.19930001,.067000002
GR,1984,.30700001,.43090001,.26199999,.1965,.065499999
GR,1985,.2841,.44589999,.2701,.20299999,.067000002
GR,1986,.29820001,.43759999,.2642,.1982,.066
GR,1987,.30090001,.43579999,.26320001,.1972,.066
GR,1988,.30860001,.43169999,.2597,.19419999,.065499999
GR,1989,.31819999,.42609999,.25569999,.19050001,.065200001
GR,1990,.3159,.4249,.25920001,.1937,.065499999
GR,1991,.33320001,.41659999,.2502,.1855,.0647
GR,1992,.33570001,.41760001,.2467,.1833,.0634
GR,1993,.32980001,.41839999,.2518,.18709999,.0647
GR,1994,.32530001,.4201,.25459999,.1894,.065099999
GR,1995,.3026,.4294,.26800001,.2007,.067299999
GR,1996,.28670001,.43759999,.2757,.2061,.069600001
GR,1997,.25580001,.43720001,.3071,.22480001,.0823
GR,1998,.25350001,.4346,.31189999,.226,.0858
GR,1999,.24150001,.42789999,.33059999,.2343,.096299998
GR,2000,.23630001,.43430001,.32929999,.23649999,.092799999
GR,2001,.23810001,.43619999,.32570001,.2352,.090499997
GR,2002,.22579999,.4418,.33239999,.24349999,.0889
GR,2003,.2316,.4427,.32570001,.2383,.087399997
GR,2004,.2288,.44170001,.32949999,.2421,.087399997
GR,2005,.2378,.442,.3202,.235,.085199997
GR,2006,.25240001,.4393,.30840001,.22660001,.081799999
GR,2007,.28929999,.42930001,.2814,.208,.073399998
GR,2008,.25920001,.45739999,.28330001,.2123,.071000002
GR,2009,.2667,.44850001,.28479999,.2142,.070600003
GR,2010,.26109999,.4513,.28760001,.21789999,.069700003
GR,2011,.2615,.4506,.2879,.2149,.072999999
GR,2012,.2529,.44729999,.29980001,.2106,.089199997
GR,2013,.2456,.43830001,.31600001,.2066,.1094
GR,2014,.2449,.43309999,.322,.2098,.1122
GR,2015,.25040001,.43419999,.3154,.2036,.1118
GR,2016,.2509,.43630001,.31279999,.20460001,.1083
HR,1983,.26249999,.4896,.24789999,.2121,.035799999
HR,1984,.2613,.48949999,.2491,.2131,.035999998
HR,1985,.259,.49070001,.25040001,.2142,.036200002
HR,1986,.25650001,.49180001,.2516,.21520001,.036400001
HR,1987,.2726,.4892,.23810001,.20370001,.034499999
HR,1988,.2705,.49160001,.2379,.2034,.034499999
HR,1989,.23909999,.4901,.27090001,.2316,.039299998
HR,1990,.241,.48559999,.27329999,.2317,.0416
HR,1991,.241,.48199999,.27700001,.23199999,.045000002
HR,1992,.24510001,.4743,.28060001,.2324,.0482
HR,1993,.24439999,.47130001,.2843,.23280001,.0515
HR,1994,.24770001,.46430001,.28799999,.2332,.0548
HR,1995,.2481,.46020001,.29179999,.23360001,.058200002
HR,1996,.2474,.458,.29460001,.23360001,.061000001
HR,1997,.2493,.4535,.29710001,.23370001,.0634
HR,1998,.2445,.45739999,.29800001,.23559999,.062399998
HR,1999,.23980001,.4587,.30140001,.2379,.063500002
HR,2000,.2518,.45429999,.29390001,.2305,.0634
HR,2001,.252,.45649999,.2915,.227,.064499997
HR,2002,.2579,.45820001,.28389999,.2184,.065499999
HR,2003,.25979999,.45919999,.28099999,.2158,.065200001
HR,2004,.25659999,.4569,.28659999,.21879999,.067699999
HR,2005,.25369999,.45550001,.29080001,.22149999,.069300003
HR,2006,.25319999,.45429999,.29260001,.2199,.072700001
HR,2007,.2489,.45339999,.29769999,.2234,.074199997
HR,2008,.25009999,.45699999,.2929,.2207,.0722
HR,2009,.2516,.4594,.289,.22149999,.067500003
HR,2010,.25099999,.4621,.28690001,.22059999,.066299997
HR,2011,.2543,.4605,.2852,.2158,.069399998
HR,2012,.25850001,.46270001,.27880001,.2112,.067599997
HR,2013,.25440001,.45649999,.28909999,.21879999,.070299998
HR,2014,.26140001,.4558,.28279999,.21529999,.067500003
HR,2015,.25459999,.45120001,.2942,.21610001,.078100003
HR,2016,.26010001,.454,.2859,.2101,.075800002
HU,1980,.41780001,.43610001,.1461,.1247,.021500001
HU,1981,.42160001,.43360001,.14489999,.1237,.021199999
HU,1982,.42460001,.43169999,.1436,.1227,.0209
HU,1983,.4384,.42340001,.1382,.1175,.0207
HU,1984,.4524,.41479999,.1328,.1124,.020400001
HU,1985,.45050001,.41510001,.1344,.1133,.0211
HU,1986,.4483,.41569999,.13600001,.1142,.0218
HU,1987,.44139999,.41479999,.14380001,.1186,.0252
HU,1988,.43309999,.41510001,.1517,.1232,.0286
HU,1989,.41209999,.42050001,.1674,.1331,.034299999
HU,1990,.391,.42590001,.1831,.14300001,.040100001
HU,1991,.36989999,.43059999,.19949999,.15360001,.0458
HU,1992,.34959999,.43520001,.21520001,.1635,.051600002
HU,1993,.34979999,.43279999,.2174,.1635,.0539
HU,1994,.3439,.43540001,.22059999,.1665,.054099999
HU,1995,.36000001,.42699999,.213,.1569,.0561
HU,1996,.36269999,.42109999,.21619999,.155,.0612
HU,1997,.3574,.4174,.2252,.1618,.0634
HU,1998,.3572,.4145,.22830001,.16240001,.065899998
HU,1999,.3414,.4215,.23710001,.1691,.067900002
HU,2000,.34459999,.41850001,.2369,.16580001,.071099997
HU,2001,.3362,.41710001,.2467,.1709,.075800002
HU,2002,.3283,.41909999,.25260001,.1786,.074000001
HU,2003,.32139999,.42449999,.25400001,.1811,.072899997
HU,2004,.33230001,.42109999,.2466,.1751,.071500003
HU,2005,.32600001,.41940001,.2545,.17659999,.0779
HU,2006,.3012,.41729999,.28150001,.19320001,.088200003
HU,2007,.2861,.41940001,.29460001,.20559999,.089000002
HU,2008,.29409999,.42019999,.28569999,.2033,.0823
HU,2009,.29629999,.41819999,.28549999,.2042,.081299998
HU,2010,.2994,.42050001,.28009999,.1974,.082699999
HU,2011,.29679999,.42699999,.2762,.20039999,.075800002
HU,2012,.29249999,.42910001,.27849999,.2,.078400001
HU,2013,.2904,.43239999,.27720001,.1963,.080899999
HU,2014,.28060001,.42809999,.29139999,.20379999,.0876
HU,2015,.2879,.44420001,.26789999,.1969,.071000002
HU,2016,.28580001,.44049999,.27360001,.1965,.077200003
IE,1980,.27759999,.46340001,.25889999,.1943,.064599998
IE,1981,.2832,.46239999,.25440001,.1917,.062700003
IE,1982,.26719999,.4664,.26640001,.20029999,.066100001
IE,1983,.259,.46950001,.27149999,.2041,.067299999
IE,1984,.2728,.46799999,.25920001,.1957,.063500002
IE,1985,.2726,.47029999,.25709999,.1952,.061900001
IE,1986,.273,.4716,.2554,.1944,.061000001
IE,1987,.2714,.47240001,.2563,.1954,.060899999
IE,1988,.278,.47029999,.25170001,.19069999,.060899999
IE,1989,.27700001,.47130001,.25170001,.1892,.062399998
IE,1990,.27540001,.4691,.2554,.1913,.064199999
IE,1991,.26300001,.47150001,.26550001,.19670001,.068800002
IE,1992,.25639999,.46709999,.27649999,.20389999,.0726
IE,1993,.2631,.46470001,.2721,.2014,.070699997
IE,1994,.2463,.47130001,.2825,.20909999,.073399998
IE,1995,.2586,.46160001,.2798,.2036,.076200001
IE,1996,.26800001,.4621,.26989999,.19509999,.074900001
IE,1997,.2631,.46020001,.2766,.1957,.080899999
IE,1998,.25729999,.45120001,.2915,.19930001,.092200004
IE,1999,.25659999,.45190001,.2915,.1999,.091600001
IE,2000,.2516,.44600001,.30239999,.20379999,.0986
IE,2001,.24869999,.45030001,.301,.20559999,.095399998
IE,2002,.25850001,.4474,.294,.20039999,.093599997
IE,2003,.2581,.44659999,.29530001,.2025,.092900001
IE,2004,.2462,.45210001,.3017,.2057,.096000001
IE,2005,.2401,.447,.31279999,.20990001,.103
IE,2006,.2343,.44119999,.32460001,.2128,.1118
IE,2007,.23999999,.4443,.31580001,.212,.1038
IE,2008,.2499,.45629999,.2938,.2049,.0889
IE,2009,.2525,.44940001,.29809999,.2094,.088600002
IE,2010,.2471,.44999999,.30289999,.21520001,.087700002
IE,2011,.23289999,.44890001,.31819999,.2256,.092600003
IE,2012,.23559999,.45500001,.30939999,.2194,.090000004
IE,2013,.22400001,.4461,.3299,.2343,.095700003
IE,2014,.21780001,.40759999,.37459999,.2507,.1239
IE,2015,.22660001,.43939999,.33399999,.22750001,.1065
IE,2016,.2238,.42570001,.35049999,.2225,.12800001
IN,1922,,,,,.1309
IN,1923,,,,,.13150001
IN,1924,,,,,.14120001
IN,1925,,,,,.12639999
IN,1926,,,,,.1304
IN,1927,,,,,.1339
IN,1928,,,,,.1367
IN,1929,,,,,.13259999
IN,1930,,,,,.1365
IN,1931,,,,,.13339999
IN,1932,,,,,.1628
IN,1933,,,,,.1679
IN,1934,,,,,.1832
IN,1935,,,,,.20200001
IN,1936,,,,,.19760001
IN,1937,,,,,.1911
IN,1938,,,,,.1962
IN,1939,,,,,.2071
IN,1940,,,,,.19490001
IN,1941,,,,,.18870001
IN,1943,,,,,.13770001
IN,1944,,,,,.1041
IN,1945,,,,,.1061
IN,1947,,,,,.1302
IN,1948,,,,,.1153
IN,1949,,,,,.1031
IN,1950,,,,,.1172
IN,1951,.20550001,.42770001,.36680001,.25150001,.1153
IN,1952,.20720001,.43180001,.361,.2429,.1181
IN,1953,.21070001,.4289,.36039999,.2492,.1112
IN,1954,.2045,.41670001,.3788,.25330001,.1256
IN,1955,.1917,.4127,.39559999,.25839999,.1372
IN,1956,.1957,.41190001,.39250001,.25490001,.1376
IN,1957,.206,.4075,.3865,.2455,.1409
IN,1958,.2007,.41150001,.38769999,.2516,.13609999
IN,1959,.20559999,.41800001,.37630001,.24699999,.1293
IN,1960,.2129,.41780001,.36930001,.2375,.1318
IN,1961,.2122,.41620001,.3716,.2445,.12710001
IN,1962,.2174,.41319999,.36939999,.2436,.1258
IN,1963,.2287,.42570001,.34549999,.2235,.1221
IN,1964,.226,.41890001,.35510001,.2352,.1199
IN,1965,.2252,.41580001,.359,.2326,.12639999
IN,1966,.22490001,.4129,.36219999,.2332,.12899999
IN,1967,.2229,.41909999,.35800001,.23199999,.126
