country,year,p0p50,p50p90,p90p100,p90p99,p99p100
XF-MER,2016,.1215,.33410001,.54449999,.34560001,.1989
XL,1980,.1126,.3439,.54350001,.29269999,.25080001
XL,1981,.1126,.3439,.54350001,.29269999,.25080001
XL,1982,.1124,.34380001,.54369998,.29280001,.2509
XL,1983,.1125,.34380001,.54369998,.29280001,.2509
XL,1984,.1126,.3439,.54360002,.29269999,.25080001
XL,1985,.1127,.3439,.54339999,.29269999,.25080001
XL,1986,.1125,.34380001,.54369998,.29280001,.2509
XL,1987,.1125,.34380001,.54369998,.29280001,.2509
XL,1988,.1126,.3439,.54350001,.29269999,.25080001
XL,1989,.1123,.34380001,.54390001,.2929,.25099999
XL,1990,.1124,.34380001,.5438,.29280001,.2509
XL,1991,.1127,.3439,.54339999,.29269999,.25080001
XL,1992,.1127,.3439,.54339999,.29269999,.25080001
XL,1993,.1127,.3439,.54339999,.29269999,.25080001
XL,1994,.1127,.3439,.54339999,.29269999,.25080001
XL,1995,.1125,.34380001,.54369998,.29280001,.2509
XL,1996,.1126,.3439,.54350001,.29269999,.25080001
XL,1997,.1127,.3439,.54339999,.29269999,.25080001
XL,1998,.1127,.3439,.54339999,.29269999,.25080001
XL,1999,.1126,.3439,.54350001,.29269999,.25080001
XL,2000,.1126,.3439,.54350001,.29269999,.25080001
XL,2001,.1126,.3439,.54360002,.29269999,.25080001
XL,2002,.1114,.33450001,.55409998,.28740001,.2667
XL,2003,.112,.33309999,.55489999,.28099999,.2739
XL,2004,.115,.33570001,.5492,.27450001,.27469999
XL,2005,.1162,.33289999,.55089998,.2728,.27810001
XL,2006,.1161,.33019999,.55379999,.26969999,.2841
XL,2007,.1175,.3328,.54970002,.26120001,.28850001
XL,2008,.1163,.32069999,.56290001,.26859999,.29440001
XL,2009,.1194,.3267,.5539,.27919999,.2746
XL,2010,.1206,.32390001,.55549997,.27790001,.27759999
XL,2011,.1186,.31549999,.56599998,.27770001,.28830001
XL,2012,.1209,.32030001,.55879998,.2861,.27270001
XL,2013,.1237,.32530001,.551,.27559999,.27540001
XL,2014,.125,.32570001,.54930001,.27329999,.27599999
XL,2015,.1221,.3242,.55369997,.27500001,.27860001
XL,2016,.1219,.32429999,.55379999,.27509999,.27869999
XL-MER,1980,.1124,.34380001,.54369998,.29280001,.2509
XL-MER,1981,.1124,.34380001,.5438,.29280001,.25099999
XL-MER,1982,.1126,.3439,.54360002,.29269999,.25080001
XL-MER,1983,.1126,.3439,.54360002,.29269999,.25080001
XL-MER,1984,.1125,.34380001,.54369998,.29280001,.2509
XL-MER,1985,.112,.34369999,.54439998,.2931,.25130001
XL-MER,1986,.1113,.3434,.54540002,.29359999,.2518
XL-MER,1987,.1112,.3434,.54540002,.29359999,.2518
XL-MER,1988,.1115,.34349999,.54500002,.29339999,.2516
XL-MER,1989,.1106,.34310001,.54629999,.294,.25229999
XL-MER,1990,.111,.34330001,.54570001,.2938,.252
XL-MER,1991,.1121,.34369999,.5442,.29300001,.25119999
XL-MER,1992,.1123,.34380001,.54390001,.2929,.25099999
XL-MER,1993,.1123,.34380001,.54400003,.2929,.2511
XL-MER,1994,.112,.34369999,.54439998,.2931,.25130001
XL-MER,1995,.1113,.3434,.54530001,.29350001,.25170001
XL-MER,1996,.1116,.34349999,.5449,.2933,.25150001
XL-MER,1997,.112,.34369999,.54430002,.2931,.25119999
XL-MER,1998,.1123,.34380001,.54390001,.2929,.25099999
XL-MER,1999,.1125,.34380001,.54369998,.29280001,.2509
XL-MER,2000,.1124,.34380001,.5438,.29280001,.2509
XL-MER,2001,.1125,.34380001,.54369998,.29280001,.2509
XL-MER,2002,.111,.33430001,.55470002,.2877,.26699999
XL-MER,2003,.1116,.333,.55540001,.28130001,.27419999
XL-MER,2004,.1146,.3355,.54979998,.27489999,.27500001
XL-MER,2005,.116,.3328,.55119997,.273,.2782
XL-MER,2006,.116,.3301,.55379999,.26969999,.2841
XL-MER,2007,.1174,.3328,.54979998,.2613,.28850001
XL-MER,2008,.1163,.32069999,.56300002,.26859999,.29440001
XL-MER,2009,.119,.3267,.55430001,.27939999,.2748
XL-MER,2010,.1201,.32390001,.55599999,.27810001,.27779999
XL-MER,2011,.1181,.31560001,.56629997,.27779999,.28850001
XL-MER,2012,.1205,.3204,.55909997,.28619999,.27289999
XL-MER,2013,.123,.32539999,.55159998,.27579999,.27579999
XL-MER,2014,.1249,.32570001,.54939997,.27329999,.27610001
XL-MER,2015,.1225,.3242,.55330002,.27489999,.2784
XL-MER,2016,.1225,.3242,.55330002,.27489999,.2784
XM,1990,.07,.2456,.68440002,.33570001,.3488
XM,1991,.064900003,.24609999,.68900001,.34369999,.34529999
XM,1992,.066299997,.24779999,.68589997,.34290001,.34299999
XM,1993,.069799997,.25060001,.6796,.34200001,.33759999
XM,1994,.070299998,.2483,.6814,.33930001,.34209999
XM,1995,.068800002,.2474,.68379998,.33840001,.34540001
XM,1996,.072800003,.25130001,.67589998,.33719999,.3387
XM,1997,.074000001,.252,.67400002,.33700001,.3369
XM,1998,.086599998,.25690001,.65649998,.33489999,.32170001
XM,1999,.089900002,.25909999,.65100002,.3351,.31580001
XM,2000,.090000004,.25920001,.65079999,.336,.31490001
XM,2001,.091700003,.25889999,.6494,.3351,.3143
XM,2002,.094899997,.2651,.63999999,.33579999,.30419999
XM,2003,.0911,.26280001,.64609998,.33649999,.3096
XM,2004,.091700003,.26570001,.6426,.3319,.3107
XM,2005,.091200002,.27110001,.63770002,.3328,.30489999
XM,2006,.093599997,.27059999,.6358,.3283,.3075
XM,2007,.095100001,.27430001,.63059998,.32699999,.3035
XM,2008,.0964,.2721,.63150001,.32640001,.30509999
XM,2009,.1011,.2798,.61909997,.3396,.27950001
XM,2010,.1016,.28349999,.61489999,.33939999,.2755
XM,2011,.0986,.2789,.6225,.33930001,.28310001
XM,2012,.099799998,.27379999,.62650001,.33419999,.2922
XM,2013,.098099999,.27200001,.63,.33410001,.2958
XM,2014,.095399998,.26809999,.6365,.3339,.3026
XM,2015,.092900001,.26640001,.64060003,.33829999,.30230001
XM,2016,.0942,.266,.6397,.338,.3017
XN,1980,.079700001,.2692,.65109998,.3439,.30720001
XN,1981,.079700001,.2692,.65109998,.3439,.30720001
XN,1982,.079700001,.2692,.65109998,.3439,.30720001
XN,1983,.079700001,.2692,.65109998,.3439,.30720001
XN,1984,.079700001,.2692,.65109998,.3439,.30720001
XN,1985,.079700001,.2692,.65109998,.3439,.30720001
XN,1986,.079700001,.2692,.65109998,.3439,.30720001
XN,1987,.079700001,.2692,.65109998,.3439,.30720001
XN,1988,.079700001,.2692,.65109998,.3439,.30720001
XN,1989,.079700001,.2692,.65109998,.3439,.30720001
XN,1990,.070299998,.271,.65859997,.3511,.3075
XN,1991,.065300003,.2712,.66350001,.35620001,.30720001
XN,1992,.066600002,.2728,.66060001,.35550001,.30509999
XN,1993,.070200004,.27489999,.65490001,.3531,.3019
XN,1994,.070699997,.27219999,.65710002,.352,.30500001
XN,1995,.069200002,.271,.65979999,.3522,.30759999
XN,1996,.073200002,.2753,.65149999,.3493,.3021
XN,1997,.074500002,.27599999,.64950001,.3484,.30109999
XN,1998,.087200001,.2814,.63129997,.3457,.28569999
XN,1999,.090700001,.28389999,.62540001,.34380001,.28169999
XN,2000,.090899996,.28369999,.62550002,.34349999,.28200001
XN,2001,.092600003,.28369999,.62370002,.3423,.2814
XN,2002,.096000001,.2899,.61409998,.34110001,.273
XN,2003,.092100002,.28799999,.61989999,.3434,.27649999
XN,2004,.092699997,.29139999,.61589998,.3396,.27630001
XN,2005,.092299998,.29679999,.61089998,.33950001,.2714
XN,2006,.094800003,.2976,.60759997,.33899999,.2685
XN,2007,.096600004,.30270001,.60070002,.33899999,.2617
XN,2008,.097900003,.30320001,.59890002,.3405,.25830001
XN,2009,.1027,.30520001,.59210002,.34209999,.25
XN,2010,.1033,.30880001,.58780003,.33989999,.248
XN,2011,.1003,.30689999,.59280002,.34400001,.24879999
XN,2012,.1015,.3035,.59509999,.3416,.25350001
XN,2013,.099799998,.30250001,.5977,.3432,.25459999
XN,2014,.097000003,.2994,.60360003,.3441,.2595
XN,2015,.094499998,.29640001,.60909998,.3461,.26300001
XN,2016,.095899999,.29550001,.60860002,.34450001,.264
XN-MER,1980,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1981,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1982,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1983,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1984,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1985,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1986,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1987,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1988,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1989,.079700001,.2692,.65109998,.3439,.30720001
XN-MER,1990,.070299998,.271,.65859997,.3511,.3075
XN-MER,1991,.065300003,.2712,.66350001,.35620001,.30720001
XN-MER,1992,.066600002,.2728,.66060001,.35550001,.30509999
XN-MER,1993,.070200004,.27489999,.65490001,.3531,.3019
XN-MER,1994,.070699997,.27219999,.65710002,.352,.30500001
XN-MER,1995,.069200002,.271,.65979999,.3522,.30759999
XN-MER,1996,.073200002,.2753,.65149999,.3493,.3021
XN-MER,1997,.074500002,.27599999,.64950001,.3484,.30109999
XN-MER,1998,.087200001,.2814,.63129997,.3457,.28569999
XN-MER,1999,.090700001,.28389999,.62540001,.34380001,.28169999
XN-MER,2000,.090899996,.28369999,.62550002,.34349999,.28200001
XN-MER,2001,.092600003,.28369999,.62370002,.3423,.2814
XN-MER,2002,.096000001,.2899,.61409998,.34110001,.273
XN-MER,2003,.092100002,.28799999,.61989999,.3434,.27649999
XN-MER,2004,.092699997,.29139999,.61589998,.3396,.27630001
XN-MER,2005,.092299998,.29679999,.61089998,.33950001,.2714
XN-MER,2006,.094800003,.2976,.60759997,.33899999,.2685
XN-MER,2007,.096600004,.30270001,.60070002,.33899999,.2617
XN-MER,2008,.097900003,.30320001,.59890002,.3405,.25830001
XN-MER,2009,.1027,.30520001,.59210002,.34209999,.25
XN-MER,2010,.1033,.30880001,.58780003,.33989999,.248
XN-MER,2011,.1003,.30689999,.59280002,.34400001,.24879999
XN-MER,2012,.1015,.3035,.59509999,.3416,.25350001
XN-MER,2013,.099799998,.30250001,.5977,.3432,.25459999
XN-MER,2014,.097000003,.2994,.60360003,.3441,.2595
XN-MER,2015,.094499998,.29640001,.60909998,.3461,.26300001
XN-MER,2016,.095899999,.29550001,.60860002,.34450001,.264
XR,1980,.31,.4797,.2102,.17569999,.034499999
XR,1981,.3098,.47729999,.2129,.17649999,.036400001
XR,1982,.30950001,.47490001,.2156,.17739999,.0383
XR,1983,.30930001,.47240001,.2183,.17820001,.040100001
XR,1984,.30899999,.47,.221,.17900001,.041999999
XR,1985,.30880001,.4675,.2237,.17990001,.0438
XR,1986,.30899999,.46720001,.2237,.1785,.045299999
XR,1987,.30930001,.46689999,.2238,.1771,.046700001
XR,1988,.3096,.46669999,.2238,.17569999,.048099998
XR,1989,.30129999,.4614,.23720001,.1833,.054000001
XR,1990,.2947,.46950001,.2358,.16240001,.073399998
XR,1991,.28999999,.4637,.2463,.16240001,.083899997
XR,1992,.21870001,.4576,.32370001,.2226,.1011
XR,1993,.20110001,.456,.34290001,.2315,.1114
XR,1994,.1529,.4413,.40580001,.28749999,.1183
XR,1995,.1383,.43720001,.42449999,.2841,.14030001
XR,1996,.096000001,.4208,.48320001,.32480001,.1584
XR,1997,.1243,.42399999,.4517,.29980001,.152
XR,1998,.14399999,.42359999,.43239999,.28099999,.1514
XR,1999,.14040001,.40009999,.45950001,.27860001,.18099999
XR,2000,.1356,.38240001,.48190001,.27500001,.2069
XR,2001,.1346,.37020001,.49529999,.24959999,.2456
XR,2002,.1384,.3822,.47940001,.23450001,.2449
XR,2003,.1349,.38330001,.48179999,.23899999,.2428
XR,2004,.14,.3775,.4824,.25490001,.22759999
XR,2005,.1443,.38170001,.47400001,.22490001,.2491
XR,2006,.1398,.3678,.49239999,.23819999,.25420001
XR,2007,.1371,.37279999,.4901,.2209,.26910001
XR,2008,.1345,.3441,.52139997,.27059999,.25080001
XR,2009,.1451,.35839999,.49649999,.28479999,.21179999
XR,2010,.1586,.37290001,.4684,.26809999,.20029999
XR,2011,.15979999,.35949999,.48069999,.26589999,.2148
XR,2012,.1662,.3784,.4553,.25690001,.19840001
XR,2013,.1612,.36610001,.4727,.26190001,.21080001
XR,2014,.1681,.3752,.4567,.25279999,.20389999
XR,2015,.1699,.37490001,.45519999,.25279999,.2024
XR,2016,.1699,.37490001,.45519999,.25279999,.2024
XR-MER,1980,.31,.4797,.2102,.17569999,.034499999
XR-MER,1981,.3098,.47729999,.2129,.17649999,.036400001
XR-MER,1982,.30950001,.47490001,.2156,.17739999,.0383
XR-MER,1983,.30930001,.47240001,.2183,.17820001,.040100001
XR-MER,1984,.30899999,.47,.221,.17900001,.041999999
XR-MER,1985,.30880001,.4675,.2237,.17990001,.0438
XR-MER,1986,.30899999,.46720001,.2237,.1785,.045299999
XR-MER,1987,.30930001,.46689999,.2238,.1771,.046700001
XR-MER,1988,.3096,.46669999,.2238,.17569999,.048099998
XR-MER,1989,.30129999,.4614,.23720001,.1833,.054000001
XR-MER,1990,.2947,.46950001,.2358,.16240001,.073399998
XR-MER,1991,.28999999,.4637,.2463,.16240001,.083899997
XR-MER,1992,.21870001,.4576,.32370001,.2226,.1011
XR-MER,1993,.20110001,.456,.34290001,.2315,.1114
XR-MER,1994,.1529,.4413,.40580001,.28749999,.1183
XR-MER,1995,.1383,.43720001,.42449999,.2841,.14030001
XR-MER,1996,.096000001,.4208,.48320001,.32480001,.1584
XR-MER,1997,.1243,.42399999,.4517,.29980001,.152
XR-MER,1998,.14399999,.42359999,.43239999,.28099999,.1514
XR-MER,1999,.14040001,.40009999,.45950001,.27860001,.18099999
XR-MER,2000,.1356,.38240001,.48190001,.27500001,.2069
XR-MER,2001,.1346,.37020001,.49529999,.24959999,.2456
XR-MER,2002,.1384,.3822,.47940001,.23450001,.2449
XR-MER,2003,.1349,.38330001,.48179999,.23899999,.2428
XR-MER,2004,.14,.3775,.4824,.25490001,.22759999
XR-MER,2005,.1443,.38170001,.47400001,.22490001,.2491
XR-MER,2006,.1398,.3678,.49239999,.23819999,.25420001
XR-MER,2007,.1371,.37279999,.4901,.2209,.26910001
XR-MER,2008,.1345,.3441,.52139997,.27059999,.25080001
XR-MER,2009,.1451,.35839999,.49649999,.28479999,.21179999
XR-MER,2010,.1586,.37290001,.4684,.26809999,.20029999
XR-MER,2011,.15979999,.35949999,.48069999,.26589999,.2148
XR-MER,2012,.1662,.3784,.4553,.25690001,.19840001
XR-MER,2013,.1612,.36610001,.4727,.26190001,.21080001
XR-MER,2014,.1681,.3752,.4567,.25279999,.20389999
XR-MER,2015,.1699,.37490001,.45519999,.25279999,.2024
XR-MER,2016,.1699,.37490001,.45519999,.25279999,.2024
YE,1990,.1382,.36520001,.4966,.33950001,.15700001
YE,1991,.1382,.36520001,.4966,.33950001,.15700001
YE,1992,.1382,.36520001,.4966,.33950001,.15700001
YE,1993,.1382,.36520001,.4966,.33950001,.15700001
YE,1994,.1382,.36520001,.4966,.33950001,.15700001
YE,1995,.1382,.36520001,.4966,.33950001,.15700001
YE,1996,.1382,.36520001,.4966,.33950001,.15700001
YE,1997,.1382,.36520001,.4966,.33950001,.15700001
YE,1998,.1382,.36520001,.4966,.33950001,.15700001
YE,1999,.1382,.36520001,.4966,.33950001,.15700001
YE,2000,.1382,.36520001,.4966,.33950001,.15700001
YE,2001,.1382,.36520001,.4966,.33950001,.15700001
YE,2002,.1382,.36520001,.4966,.33950001,.15700001
YE,2003,.1382,.36520001,.4966,.33950001,.15700001
YE,2004,.1382,.36520001,.4966,.33950001,.15700001
YE,2005,.1382,.36520001,.4966,.33950001,.15700001
YE,2006,.1382,.36520001,.4966,.33950001,.15700001
YE,2007,.1382,.36520001,.4966,.33950001,.15700001
YE,2008,.1382,.36520001,.4966,.33950001,.15700001
YE,2009,.1382,.36520001,.4966,.33950001,.15700001
YE,2010,.1382,.36520001,.4966,.33950001,.15700001
YE,2011,.1382,.36520001,.4966,.33950001,.15700001
YE,2012,.1382,.36520001,.4966,.33950001,.15700001
YE,2013,.1382,.36520001,.4966,.33950001,.15700001
YE,2014,.1382,.36520001,.4966,.33950001,.15700001
YE,2015,.1382,.36520001,.4966,.33950001,.15700001
YE,2016,.1382,.36520001,.4966,.33950001,.15700001
